sample_id,label,label_id,image_path,audio_path,image_raw_path
aluminum01,aluminum,0,data/fusiondata/img_jpg/aluminum01.jpg,data/fusiondata/audio/aluminum01.wav,data/fusiondata/img/aluminum01.heic
aluminum03,aluminum,0,data/fusiondata/img_jpg/aluminum03.jpg,data/fusiondata/audio/aluminum03.wav,data/fusiondata/img/aluminum03.heic
aluminum04,aluminum,0,data/fusiondata/img_jpg/aluminum04.jpg,data/fusiondata/audio/aluminum04.wav,data/fusiondata/img/aluminum04.heic
aluminum06,aluminum,0,data/fusiondata/img_jpg/aluminum06.jpg,data/fusiondata/audio/aluminum06.wav,data/fusiondata/img/aluminum06.heic
aluminum07,aluminum,0,data/fusiondata/img_jpg/aluminum07.jpg,data/fusiondata/audio/aluminum07.wav,data/fusiondata/img/aluminum07.heic
aluminum08,aluminum,0,data/fusiondata/img_jpg/aluminum08.jpg,data/fusiondata/audio/aluminum08.wav,data/fusiondata/img/aluminum08.heic
aluminum09,aluminum,0,data/fusiondata/img_jpg/aluminum09.jpg,data/fusiondata/audio/aluminum09.wav,data/fusiondata/img/aluminum09.heic
aluminum11,aluminum,0,data/fusiondata/img_jpg/aluminum11.jpg,data/fusiondata/audio/aluminum11.wav,data/fusiondata/img/aluminum11.heic
aluminum12,aluminum,0,data/fusiondata/img_jpg/aluminum12.jpg,data/fusiondata/audio/aluminum12.wav,data/fusiondata/img/aluminum12.heic
aluminum13,aluminum,0,data/fusiondata/img_jpg/aluminum13.jpg,data/fusiondata/audio/aluminum13.wav,data/fusiondata/img/aluminum13.heic
aluminum14,aluminum,0,data/fusiondata/img_jpg/aluminum14.jpg,data/fusiondata/audio/aluminum14.wav,data/fusiondata/img/aluminum14.heic
aluminum15,aluminum,0,data/fusiondata/img_jpg/aluminum15.jpg,data/fusiondata/audio/aluminum15.wav,data/fusiondata/img/aluminum15.heic
aluminum16,aluminum,0,data/fusiondata/img_jpg/aluminum16.jpg,data/fusiondata/audio/aluminum16.wav,data/fusiondata/img/aluminum16.heic
aluminum17,aluminum,0,data/fusiondata/img_jpg/aluminum17.jpg,data/fusiondata/audio/aluminum17.wav,data/fusiondata/img/aluminum17.heic
aluminum18,aluminum,0,data/fusiondata/img_jpg/aluminum18.jpg,data/fusiondata/audio/aluminum18.wav,data/fusiondata/img/aluminum18.heic
aluminum19,aluminum,0,data/fusiondata/img_jpg/aluminum19.jpg,data/fusiondata/audio/aluminum19.wav,data/fusiondata/img/aluminum19.heic
aluminum20,aluminum,0,data/fusiondata/img_jpg/aluminum20.jpg,data/fusiondata/audio/aluminum20.wav,data/fusiondata/img/aluminum20.heic
aluminum21,aluminum,0,data/fusiondata/img_jpg/aluminum21.jpg,data/fusiondata/audio/aluminum21.wav,data/fusiondata/img/aluminum21.heic
aluminum22,aluminum,0,data/fusiondata/img_jpg/aluminum22.jpg,data/fusiondata/audio/aluminum22.wav,data/fusiondata/img/aluminum22.heic
aluminum24,aluminum,0,data/fusiondata/img_jpg/aluminum24.jpg,data/fusiondata/audio/aluminum24.wav,data/fusiondata/img/aluminum24.heic
aluminum25,aluminum,0,data/fusiondata/img_jpg/aluminum25.jpg,data/fusiondata/audio/aluminum25.wav,data/fusiondata/img/aluminum25.heic
carton01,carton,1,data/fusiondata/img_jpg/carton01.jpg,data/fusiondata/audio/carton01.wav,data/fusiondata/img/carton01.heic
carton02,carton,1,data/fusiondata/img_jpg/carton02.jpg,data/fusiondata/audio/carton02.wav,data/fusiondata/img/carton02.heic
carton03,carton,1,data/fusiondata/img_jpg/carton03.jpg,data/fusiondata/audio/carton03.wav,data/fusiondata/img/carton03.heic
carton05,carton,1,data/fusiondata/img_jpg/carton05.jpg,data/fusiondata/audio/carton05.wav,data/fusiondata/img/carton05.heic
carton07,carton,1,data/fusiondata/img_jpg/carton07.jpg,data/fusiondata/audio/carton07.wav,data/fusiondata/img/carton07.heic
carton08,carton,1,data/fusiondata/img_jpg/carton08.jpg,data/fusiondata/audio/carton08.wav,data/fusiondata/img/carton08.heic
carton09,carton,1,data/fusiondata/img_jpg/carton09.jpg,data/fusiondata/audio/carton09.wav,data/fusiondata/img/carton09.heic
carton10,carton,1,data/fusiondata/img_jpg/carton10.jpg,data/fusiondata/audio/carton10.wav,data/fusiondata/img/carton10.heic
carton11,carton,1,data/fusiondata/img_jpg/carton11.jpg,data/fusiondata/audio/carton11.wav,data/fusiondata/img/carton11.heic
carton12,carton,1,data/fusiondata/img_jpg/carton12.jpg,data/fusiondata/audio/carton12.wav,data/fusiondata/img/carton12.heic
carton13,carton,1,data/fusiondata/img_jpg/carton13.jpg,data/fusiondata/audio/carton13.wav,data/fusiondata/img/carton13.heic
carton14,carton,1,data/fusiondata/img_jpg/carton14.jpg,data/fusiondata/audio/carton14.wav,data/fusiondata/img/carton14.heic
carton15,carton,1,data/fusiondata/img_jpg/carton15.jpg,data/fusiondata/audio/carton15.wav,data/fusiondata/img/carton15.heic
carton18,carton,1,data/fusiondata/img_jpg/carton18.jpg,data/fusiondata/audio/carton18.wav,data/fusiondata/img/carton18.heic
carton19,carton,1,data/fusiondata/img_jpg/carton19.jpg,data/fusiondata/audio/carton19.wav,data/fusiondata/img/carton19.heic
carton20,carton,1,data/fusiondata/img_jpg/carton20.jpg,data/fusiondata/audio/carton20.wav,data/fusiondata/img/carton20.heic
carton21,carton,1,data/fusiondata/img_jpg/carton21.jpg,data/fusiondata/audio/carton21.wav,data/fusiondata/img/carton21.heic
carton22,carton,1,data/fusiondata/img_jpg/carton22.jpg,data/fusiondata/audio/carton22.wav,data/fusiondata/img/carton22.heic
carton23,carton,1,data/fusiondata/img_jpg/carton23.jpg,data/fusiondata/audio/carton23.wav,data/fusiondata/img/carton23.heic
foam01,foam,2,data/fusiondata/img_jpg/foam01.jpg,data/fusiondata/audio/foam01.wav,data/fusiondata/img/foam01.heic
foam02,foam,2,data/fusiondata/img_jpg/foam02.jpg,data/fusiondata/audio/foam02.wav,data/fusiondata/img/foam02.heic
foam03,foam,2,data/fusiondata/img_jpg/foam03.jpg,data/fusiondata/audio/foam03.wav,data/fusiondata/img/foam03.heic
foam05,foam,2,data/fusiondata/img_jpg/foam05.jpg,data/fusiondata/audio/foam05.wav,data/fusiondata/img/foam05.heic
foam06,foam,2,data/fusiondata/img_jpg/foam06.jpg,data/fusiondata/audio/foam06.wav,data/fusiondata/img/foam06.heic
foam08,foam,2,data/fusiondata/img_jpg/foam08.jpg,data/fusiondata/audio/foam08.wav,data/fusiondata/img/foam08.heic
foam09,foam,2,data/fusiondata/img_jpg/foam09.jpg,data/fusiondata/audio/foam09.wav,data/fusiondata/img/foam09.heic
foam10,foam,2,data/fusiondata/img_jpg/foam10.jpg,data/fusiondata/audio/foam10.wav,data/fusiondata/img/foam10.heic
foam11,foam,2,data/fusiondata/img_jpg/foam11.jpg,data/fusiondata/audio/foam11.wav,data/fusiondata/img/foam11.heic
foam12,foam,2,data/fusiondata/img_jpg/foam12.jpg,data/fusiondata/audio/foam12.wav,data/fusiondata/img/foam12.heic
foam13,foam,2,data/fusiondata/img_jpg/foam13.jpg,data/fusiondata/audio/foam13.wav,data/fusiondata/img/foam13.heic
foam14,foam,2,data/fusiondata/img_jpg/foam14.jpg,data/fusiondata/audio/foam14.wav,data/fusiondata/img/foam14.heic
foam15,foam,2,data/fusiondata/img_jpg/foam15.jpg,data/fusiondata/audio/foam15.wav,data/fusiondata/img/foam15.heic
foam16,foam,2,data/fusiondata/img_jpg/foam16.jpg,data/fusiondata/audio/foam16.wav,data/fusiondata/img/foam16.heic
foam17,foam,2,data/fusiondata/img_jpg/foam17.jpg,data/fusiondata/audio/foam17.wav,data/fusiondata/img/foam17.heic
foam18,foam,2,data/fusiondata/img_jpg/foam18.jpg,data/fusiondata/audio/foam18.wav,data/fusiondata/img/foam18.heic
foam19,foam,2,data/fusiondata/img_jpg/foam19.jpg,data/fusiondata/audio/foam19.wav,data/fusiondata/img/foam19.heic
foam20,foam,2,data/fusiondata/img_jpg/foam20.jpg,data/fusiondata/audio/foam20.wav,data/fusiondata/img/foam20.heic
foam22,foam,2,data/fusiondata/img_jpg/foam22.jpg,data/fusiondata/audio/foam22.wav,data/fusiondata/img/foam22.heic
foam23,foam,2,data/fusiondata/img_jpg/foam23.jpg,data/fusiondata/audio/foam23.wav,data/fusiondata/img/foam23.heic
foam24,foam,2,data/fusiondata/img_jpg/foam24.jpg,data/fusiondata/audio/foam24.wav,data/fusiondata/img/foam24.heic
foam25,foam,2,data/fusiondata/img_jpg/foam25.jpg,data/fusiondata/audio/foam25.wav,data/fusiondata/img/foam25.heic
foam27,foam,2,data/fusiondata/img_jpg/foam27.jpg,data/fusiondata/audio/foam27.wav,data/fusiondata/img/foam27.heic
foam28,foam,2,data/fusiondata/img_jpg/foam28.jpg,data/fusiondata/audio/foam28.wav,data/fusiondata/img/foam28.heic
foam31,foam,2,data/fusiondata/img_jpg/foam31.jpg,data/fusiondata/audio/foam31.wav,data/fusiondata/img/foam31.heic
foam32,foam,2,data/fusiondata/img_jpg/foam32.jpg,data/fusiondata/audio/foam32.wav,data/fusiondata/img/foam32.heic
foam33,foam,2,data/fusiondata/img_jpg/foam33.jpg,data/fusiondata/audio/foam33.wav,data/fusiondata/img/foam33.heic
foam34,foam,2,data/fusiondata/img_jpg/foam34.jpg,data/fusiondata/audio/foam34.wav,data/fusiondata/img/foam34.heic
glass01,glass,3,data/fusiondata/img_jpg/glass01.jpg,data/fusiondata/audio/glass01.wav,data/fusiondata/img/glass01.heic
glass02,glass,3,data/fusiondata/img_jpg/glass02.jpg,data/fusiondata/audio/glass02.wav,data/fusiondata/img/glass02.heic
glass04,glass,3,data/fusiondata/img_jpg/glass04.jpg,data/fusiondata/audio/glass04.wav,data/fusiondata/img/glass04.heic
glass06,glass,3,data/fusiondata/img_jpg/glass06.jpg,data/fusiondata/audio/glass06.wav,data/fusiondata/img/glass06.heic
glass07,glass,3,data/fusiondata/img_jpg/glass07.jpg,data/fusiondata/audio/glass07.wav,data/fusiondata/img/glass07.heic
